defect_id,defect_type,severity,location_on_part,disposition,cost_impact,inspection_id,inspection_type,inspection_date,inspection_result,dimension_error,visual_score,run_id,part_number,production_line,run_date,shift,operator_id,year_month,year,supplier_name,supplier_tier,supplier_country
DEF-000155,Missing Feature,Minor,Thread,Use-As-Is,433.59,INS-000438,FAI,2023-08-06,Fail,0.062,3,RUN-00282,AV-3301-PCB,Line-Charlie,2023-08-03,Night,OP-018,2023-08,2023,Internal,N/A,N/A
DEF-000123,Weld Defect,Critical,Bore,Return to Supplier,39966.19,INS-000353,Receiving,2023-08-05,Fail,0.019,3,RUN-00228,GD-2202-SERVO,Line-Alpha,2023-08-04,Day,OP-020,2023-08,2023,Quantum Seal Technologies,Tier-2,USA
DEF-000222,Corrosion / Oxidation,Minor,Thread,Rework,91.22,INS-000636,IQC,2023-08-03,Fail,0.0863,2,RUN-00413,GD-2202-SERVO,Line-Charlie,2023-08-02,Night,OP-011,2023-08,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000174,Dimensional Out-of-Tolerance,Minor,Bore,Use-As-Is,296.2,INS-000495,Receiving,2023-08-01,Fail,0.0833,2,RUN-00317,GD-2201-SERVO,Line-Bravo,2023-08-01,Day,OP-017,2023-08,2023,Delta Forge Industries,Tier-2,USA
DEF-000085,Contamination,Major,Edge Break,Use-As-Is,3459.05,INS-000236,Receiving,2023-07-31,Fail,0.0287,5,RUN-00151,AV-3301-PCB,Line-Alpha,2023-07-28,Swing,OP-005,2023-07,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000240,Surface Finish Non-Conformance,Minor,Surface,MRB Hold,272.75,INS-000687,IQC,2023-07-31,Fail,0.017,5,RUN-00450,AS-7740-FRAME,Line-Bravo,2023-07-29,Night,OP-022,2023-07,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000086,Marking / Labeling Error,Major,Bore,Return to Supplier,4051.84,INS-000237,Final,2023-07-30,Fail,0.001,5,RUN-00151,AV-3301-PCB,Line-Alpha,2023-07-28,Swing,OP-005,2023-07,2023,Internal,N/A,N/A
DEF-000139,Dimensional Out-of-Tolerance,Minor,Surface,Rework,424.92,INS-000417,IQC,2023-07-28,Fail,0.0998,4,RUN-00269,ST-8801-FASTENER,Line-Alpha,2023-07-28,Night,OP-016,2023-07,2023,Atlas Substrate Corp,Tier-3,India
DEF-000253,Dimensional Out-of-Tolerance,Major,Datum,MRB Hold,4715.49,INS-000739,FAI,2023-07-25,Fail,0.0115,4,RUN-00482,AS-7741-FRAME,Line-Alpha,2023-07-25,Night,OP-018,2023-07,2023,Internal,N/A,N/A
DEF-000237,Porosity / Void,Minor,Bore,MRB Hold,157.45,INS-000672,FAI,2023-07-23,Fail,0.0187,2,RUN-00441,GD-2202-SERVO,Line-Bravo,2023-07-20,Night,OP-007,2023-07,2023,Internal,N/A,N/A
DEF-000238,Marking / Labeling Error,Minor,Bore,Use-As-Is,274.72,INS-000672,FAI,2023-07-23,Fail,0.0187,2,RUN-00441,GD-2202-SERVO,Line-Bravo,2023-07-20,Night,OP-007,2023-07,2023,Internal,N/A,N/A
DEF-000195,Corrosion / Oxidation,Minor,Bore,Rework,478.86,INS-000564,Receiving,2023-07-22,Fail,0.1489,2,RUN-00365,GD-2201-SERVO,Line-Delta,2023-07-20,Night,OP-024,2023-07,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000101,Wrong Material Cert,Minor,Flange,Scrap,81.25,INS-000285,FAI,2023-07-20,Fail,0.0171,2,RUN-00183,PR-5502-NOZZLE,Line-Delta,2023-07-19,Day,OP-004,2023-07,2023,Internal,N/A,N/A
DEF-000102,Weld Defect,Minor,Datum,Scrap,274.89,INS-000285,FAI,2023-07-20,Fail,0.0171,2,RUN-00183,PR-5502-NOZZLE,Line-Delta,2023-07-19,Day,OP-004,2023-07,2023,Internal,N/A,N/A
DEF-000179,Marking / Labeling Error,Minor,Seal Face,MRB Hold,458.99,INS-000513,Final,2023-07-19,Fail,0.0079,6,RUN-00328,AV-3302-PCB,Line-Bravo,2023-07-18,Day,OP-020,2023-07,2023,Internal,N/A,N/A
DEF-000214,Weld Defect,Minor,Thread,Rework,479.07,INS-000610,IQC,2023-07-19,Fail,0.0091,1,RUN-00395,ST-8802-FASTENER,Line-Charlie,2023-07-16,Night,OP-003,2023-07,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000218,Dimensional Out-of-Tolerance,Minor,Edge Break,Rework,482.35,INS-000624,Receiving,2023-07-16,Fail,0.0385,5,RUN-00404,GD-2202-SERVO,Line-Delta,2023-07-16,Swing,OP-020,2023-07,2023,Delta Forge Industries,Tier-2,USA
DEF-000251,Weld Defect,Minor,Edge Break,Return to Supplier,300.55,INS-000725,Final,2023-07-14,Fail,0.053,1,RUN-00474,PR-5502-NOZZLE,Line-Charlie,2023-07-11,Day,OP-025,2023-07,2023,Internal,N/A,N/A
DEF-000252,Weld Defect,Minor,Flange,Scrap,217.7,INS-000725,Final,2023-07-14,Fail,0.053,1,RUN-00474,PR-5502-NOZZLE,Line-Charlie,2023-07-11,Day,OP-025,2023-07,2023,Internal,N/A,N/A
DEF-000008,Surface Finish Non-Conformance,Minor,Seal Face,Scrap,359.82,INS-000023,Receiving,2023-06-08,Fail,0.1033,6,RUN-00015,ST-8801-FASTENER,Line-Alpha,2023-06-05,Night,OP-009,2023-06,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000250,Contamination,Minor,Thread,MRB Hold,383.1,INS-000724,FAI,2023-06-04,Fail,0.0352,2,RUN-00473,ST-8802-FASTENER,Line-Delta,2023-06-01,Day,OP-017,2023-06,2023,Internal,N/A,N/A
DEF-000049,Improper Torque,Minor,Surface,Scrap,62.55,INS-000143,In-Process,2023-06-03,Fail,0.1053,4,RUN-00090,AS-7740-FRAME,Line-Bravo,2023-06-01,Night,OP-014,2023-06,2023,Internal,N/A,N/A
DEF-000041,Marking / Labeling Error,Major,Seal Face,Return to Supplier,3216.06,INS-000119,In-Process,2023-05-30,Fail,0.0775,1,RUN-00076,AV-3301-PCB,Line-Delta,2023-05-27,Day,OP-015,2023-05,2023,Internal,N/A,N/A
DEF-000196,Surface Finish Non-Conformance,Minor,Thread,Rework,336.05,INS-000568,In-Process,2023-05-28,Fail,0.0252,1,RUN-00368,PR-5501-NOZZLE,Line-Alpha,2023-05-25,Swing,OP-010,2023-05,2023,Internal,N/A,N/A
DEF-000108,Weld Defect,Major,Thread,Use-As-Is,4938.99,INS-000317,In-Process,2023-05-27,Fail,0.0158,2,RUN-00204,GD-2201-SERVO,Line-Bravo,2023-05-27,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000118,Corrosion / Oxidation,Minor,Seal Face,Return to Supplier,114.49,INS-000343,Receiving,2023-05-27,Fail,0.0241,6,RUN-00222,GD-2202-SERVO,Line-Delta,2023-05-27,Night,OP-018,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000197,Dimensional Out-of-Tolerance,Minor,Thread,Return to Supplier,272.94,INS-000569,Receiving,2023-05-27,Fail,0.0071,2,RUN-00368,PR-5501-NOZZLE,Line-Alpha,2023-05-25,Swing,OP-010,2023-05,2023,Apex Precision Machining,Tier-1,USA
DEF-000198,Marking / Labeling Error,Minor,Thread,Use-As-Is,83.21,INS-000569,Receiving,2023-05-27,Fail,0.0071,2,RUN-00368,PR-5501-NOZZLE,Line-Alpha,2023-05-25,Swing,OP-010,2023-05,2023,Apex Precision Machining,Tier-1,USA
DEF-000080,Weld Defect,Minor,Edge Break,Use-As-Is,447.06,INS-000229,Final,2023-05-26,Fail,0.0005,3,RUN-00145,GD-2202-SERVO,Line-Delta,2023-05-24,Night,OP-007,2023-05,2023,Internal,N/A,N/A
DEF-000081,Corrosion / Oxidation,Minor,Flange,Rework,319.48,INS-000229,Final,2023-05-26,Fail,0.0005,3,RUN-00145,GD-2202-SERVO,Line-Delta,2023-05-24,Night,OP-007,2023-05,2023,Internal,N/A,N/A
DEF-000096,Contamination,Critical,Edge Break,MRB Hold,5242.23,INS-000277,IQC,2023-05-26,Fail,0.1035,4,RUN-00177,PR-5501-NOZZLE,Line-Bravo,2023-05-23,Night,OP-016,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000143,Corrosion / Oxidation,Major,Surface,Use-As-Is,1268.84,INS-000421,Receiving,2023-05-24,Fail,0.0258,1,RUN-00271,GD-2201-SERVO,Line-Charlie,2023-05-21,Swing,OP-022,2023-05,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000017,Surface Finish Non-Conformance,Major,Weld Zone,Return to Supplier,2960.51,INS-000039,IQC,2023-05-22,Fail,0.0292,2,RUN-00024,GD-2201-SERVO,Line-Charlie,2023-05-21,Swing,OP-003,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000018,Surface Finish Non-Conformance,Minor,Datum,Scrap,76.42,INS-000039,IQC,2023-05-22,Fail,0.0292,2,RUN-00024,GD-2201-SERVO,Line-Charlie,2023-05-21,Swing,OP-003,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000124,Marking / Labeling Error,Minor,Seal Face,Rework,352.16,INS-000355,Final,2023-05-21,Fail,0.0514,3,RUN-00230,AV-3301-PCB,Line-Charlie,2023-05-20,Day,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000012,Marking / Labeling Error,Minor,Edge Break,Scrap,240.53,INS-000031,Final,2023-05-19,Fail,0.1602,3,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000013,Improper Torque,Major,Datum,MRB Hold,1328.49,INS-000031,Final,2023-05-19,Fail,0.1602,3,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000014,Dimensional Out-of-Tolerance,Major,Edge Break,Use-As-Is,3340.94,INS-000031,Final,2023-05-19,Fail,0.1602,3,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000015,Marking / Labeling Error,Minor,Thread,Return to Supplier,123.9,INS-000032,IQC,2023-05-18,Fail,0.0232,2,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Delta Forge Industries,Tier-2,USA
DEF-000016,Missing Feature,Minor,Bore,Use-As-Is,376.48,INS-000032,IQC,2023-05-18,Fail,0.0232,2,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Delta Forge Industries,Tier-2,USA
DEF-000077,Missing Feature,Major,Surface,Use-As-Is,4884.18,INS-000222,IQC,2023-05-18,Fail,0.0088,4,RUN-00139,AV-3301-PCB,Line-Alpha,2023-05-16,Night,OP-009,2023-05,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000234,Corrosion / Oxidation,Minor,Surface,Use-As-Is,306.54,INS-000662,FAI,2023-05-14,Fail,0.0077,1,RUN-00434,ST-8801-FASTENER,Line-Alpha,2023-05-11,Night,OP-002,2023-05,2023,Internal,N/A,N/A
DEF-000163,Porosity / Void,Minor,Surface,Scrap,136.96,INS-000469,Final,2023-05-12,Fail,0.0714,3,RUN-00299,AS-7740-FRAME,Line-Bravo,2023-05-09,Swing,OP-001,2023-05,2023,Internal,N/A,N/A
DEF-000164,Missing Feature,Minor,Edge Break,Scrap,296.31,INS-000469,Final,2023-05-12,Fail,0.0714,3,RUN-00299,AS-7740-FRAME,Line-Bravo,2023-05-09,Swing,OP-001,2023-05,2023,Internal,N/A,N/A
DEF-000165,Porosity / Void,Major,Flange,MRB Hold,3491.91,INS-000470,FAI,2023-05-09,Fail,0.053,2,RUN-00299,AS-7740-FRAME,Line-Bravo,2023-05-09,Swing,OP-001,2023-05,2023,Internal,N/A,N/A
DEF-000229,Surface Finish Non-Conformance,Minor,Bore,Return to Supplier,200.32,INS-000650,In-Process,2023-04-29,Fail,0.0263,6,RUN-00425,GD-2202-SERVO,Line-Charlie,2023-04-29,Day,OP-024,2023-04,2023,Internal,N/A,N/A
DEF-000147,Improper Torque,Minor,Seal Face,Use-As-Is,305.33,INS-000423,In-Process,2023-04-27,Fail,0.0231,3,RUN-00273,PR-5501-NOZZLE,Line-Alpha,2023-04-27,Swing,OP-025,2023-04,2023,Internal,N/A,N/A
DEF-000134,Wrong Material Cert,Critical,Weld Zone,Use-As-Is,25272.5,INS-000395,In-Process,2023-04-24,Fail,0.0393,5,RUN-00255,AV-3301-PCB,Line-Charlie,2023-04-24,Swing,OP-022,2023-04,2023,Internal,N/A,N/A
DEF-000262,Weld Defect,Minor,Datum,Rework,69.33,INS-000753,In-Process,2023-04-23,Fail,0.0399,6,RUN-00494,PR-5502-NOZZLE,Line-Charlie,2023-04-22,Day,OP-025,2023-04,2023,Internal,N/A,N/A
DEF-000120,Improper Torque,Minor,Bore,MRB Hold,478.47,INS-000347,Receiving,2023-04-22,Fail,0.0202,2,RUN-00224,PR-5501-NOZZLE,Line-Delta,2023-04-19,Day,OP-016,2023-04,2023,Atlas Substrate Corp,Tier-3,India
DEF-000037,Weld Defect,Major,Thread,Return to Supplier,3783.72,INS-000099,IQC,2023-04-14,Fail,0.1474,4,RUN-00066,AS-7741-FRAME,Line-Bravo,2023-04-14,Swing,OP-022,2023-04,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000247,Surface Finish Non-Conformance,Minor,Edge Break,Return to Supplier,191.49,INS-000718,In-Process,2023-04-13,Fail,0.0368,5,RUN-00470,AV-3301-PCB,Line-Delta,2023-04-13,Night,OP-011,2023-04,2023,Internal,N/A,N/A
DEF-000088,Missing Feature,Minor,Flange,Rework,199.59,INS-000242,Receiving,2023-04-09,Fail,0.0152,3,RUN-00155,PR-5502-NOZZLE,Line-Charlie,2023-04-07,Swing,OP-018,2023-04,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000172,Contamination,Major,Weld Zone,Scrap,943.15,INS-000493,Final,2023-04-09,Fail,0.0627,6,RUN-00315,AV-3302-PCB,Line-Charlie,2023-04-09,Night,OP-025,2023-04,2023,Internal,N/A,N/A
DEF-000173,Marking / Labeling Error,Minor,Seal Face,MRB Hold,130.56,INS-000493,Final,2023-04-09,Fail,0.0627,6,RUN-00315,AV-3302-PCB,Line-Charlie,2023-04-09,Night,OP-025,2023-04,2023,Internal,N/A,N/A
DEF-000186,Contamination,Minor,Edge Break,Scrap,469.33,INS-000541,Final,2023-04-09,Fail,0.0045,5,RUN-00347,ST-8801-FASTENER,Line-Delta,2023-04-08,Night,OP-016,2023-04,2023,Internal,N/A,N/A
DEF-000059,Surface Finish Non-Conformance,Minor,Flange,MRB Hold,330.31,INS-000175,Receiving,2023-04-08,Fail,0.1122,3,RUN-00110,AS-7740-FRAME,Line-Bravo,2023-04-08,Swing,OP-011,2023-04,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000060,Weld Defect,Minor,Bore,Scrap,262.65,INS-000175,Receiving,2023-04-08,Fail,0.1122,3,RUN-00110,AS-7740-FRAME,Line-Bravo,2023-04-08,Swing,OP-011,2023-04,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000230,Surface Finish Non-Conformance,Major,Datum,MRB Hold,2895.12,INS-000651,In-Process,2023-04-08,Fail,0.0111,1,RUN-00426,AS-7740-FRAME,Line-Charlie,2023-04-08,Swing,OP-009,2023-04,2023,Internal,N/A,N/A
DEF-000239,Corrosion / Oxidation,Minor,Thread,Rework,327.07,INS-000673,FAI,2023-04-05,Fail,0.0043,4,RUN-00442,AS-7741-FRAME,Line-Charlie,2023-04-05,Swing,OP-020,2023-04,2023,Internal,N/A,N/A
DEF-000066,Wrong Material Cert,Minor,Thread,Scrap,66.08,INS-000185,IQC,2023-04-01,Fail,0.0683,4,RUN-00117,AV-3301-PCB,Line-Delta,2023-04-01,Day,OP-025,2023-04,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000067,Dimensional Out-of-Tolerance,Minor,Datum,Rework,68.4,INS-000185,IQC,2023-04-01,Fail,0.0683,4,RUN-00117,AV-3301-PCB,Line-Delta,2023-04-01,Day,OP-025,2023-04,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000177,Dimensional Out-of-Tolerance,Minor,Datum,Rework,73.13,INS-000503,In-Process,2023-03-31,Fail,0.0096,1,RUN-00322,ST-8802-FASTENER,Line-Charlie,2023-03-30,Day,OP-022,2023-03,2023,Internal,N/A,N/A
DEF-000130,Wrong Material Cert,Major,Flange,Return to Supplier,992.26,INS-000381,FAI,2023-03-04,Fail,0.0263,2,RUN-00247,AS-7740-FRAME,Line-Bravo,2023-03-02,Day,OP-023,2023-03,2023,Internal,N/A,N/A
DEF-000003,Marking / Labeling Error,Minor,Seal Face,Use-As-Is,419.52,INS-000011,In-Process,2023-02-28,Fail,0.0312,6,RUN-00006,GD-2202-SERVO,Line-Bravo,2023-02-27,Night,OP-019,2023-02,2023,Internal,N/A,N/A
DEF-000232,Wrong Material Cert,Minor,Weld Zone,MRB Hold,62.93,INS-000654,FAI,2023-02-27,Fail,0.0162,6,RUN-00428,AV-3302-PCB,Line-Alpha,2023-02-25,Night,OP-023,2023-02,2023,Internal,N/A,N/A
DEF-000024,Missing Feature,Major,Thread,Return to Supplier,2864.44,INS-000057,Receiving,2023-02-23,Fail,0.1746,2,RUN-00038,ST-8802-FASTENER,Line-Delta,2023-02-21,Day,OP-017,2023-02,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000071,Corrosion / Oxidation,Minor,Weld Zone,Use-As-Is,478.62,INS-000207,FAI,2023-02-23,Fail,0.0412,1,RUN-00131,GD-2201-SERVO,Line-Delta,2023-02-23,Day,OP-009,2023-02,2023,Internal,N/A,N/A
DEF-000107,Missing Feature,Minor,Surface,MRB Hold,364.61,INS-000299,IQC,2023-02-17,Fail,0.0528,4,RUN-00191,GD-2201-SERVO,Line-Charlie,2023-02-17,Night,OP-024,2023-02,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000063,Surface Finish Non-Conformance,Minor,Flange,Scrap,104.34,INS-000178,FAI,2023-02-14,Fail,0.0574,2,RUN-00112,AS-7741-FRAME,Line-Bravo,2023-02-14,Day,OP-012,2023-02,2023,Internal,N/A,N/A
DEF-000064,Corrosion / Oxidation,Minor,Thread,Use-As-Is,119.16,INS-000178,FAI,2023-02-14,Fail,0.0574,2,RUN-00112,AS-7741-FRAME,Line-Bravo,2023-02-14,Day,OP-012,2023-02,2023,Internal,N/A,N/A
DEF-000241,Surface Finish Non-Conformance,Minor,Weld Zone,MRB Hold,180.64,INS-000688,Receiving,2023-02-14,Fail,0.0065,1,RUN-00451,AS-7741-FRAME,Line-Alpha,2023-02-12,Night,OP-001,2023-02,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000128,Contamination,Major,Weld Zone,Use-As-Is,2847.6,INS-000372,FAI,2023-02-13,Fail,0.2557,6,RUN-00241,AS-7740-FRAME,Line-Bravo,2023-02-10,Day,OP-003,2023-02,2023,Internal,N/A,N/A
DEF-000200,Improper Torque,Minor,Weld Zone,Return to Supplier,153.47,INS-000573,IQC,2023-02-13,Fail,0.0633,6,RUN-00372,ST-8801-FASTENER,Line-Charlie,2023-02-12,Swing,OP-023,2023-02,2023,StratoMet Components,Tier-2,UK
DEF-000166,Contamination,Minor,Edge Break,MRB Hold,149.47,INS-000472,In-Process,2023-02-12,Fail,0.0206,6,RUN-00300,ST-8802-FASTENER,Line-Charlie,2023-02-10,Night,OP-013,2023-02,2023,Internal,N/A,N/A
DEF-000117,Missing Feature,Minor,Bore,Use-As-Is,451.97,INS-000339,Final,2023-02-10,Fail,0.0242,3,RUN-00221,ST-8801-FASTENER,Line-Charlie,2023-02-09,Night,OP-014,2023-02,2023,Internal,N/A,N/A
DEF-000129,Porosity / Void,Minor,Datum,MRB Hold,429.46,INS-000373,In-Process,2023-02-07,Fail,0.005,3,RUN-00242,AS-7740-FRAME,Line-Alpha,2023-02-04,Swing,OP-025,2023-02,2023,Internal,N/A,N/A
DEF-000082,Porosity / Void,Minor,Weld Zone,Return to Supplier,493.29,INS-000230,Receiving,2023-02-04,Fail,0.0348,4,RUN-00146,GD-2202-SERVO,Line-Delta,2023-02-02,Swing,OP-011,2023-02,2023,Delta Forge Industries,Tier-2,USA
DEF-000083,Contamination,Minor,Bore,Return to Supplier,371.38,INS-000230,Receiving,2023-02-04,Fail,0.0348,4,RUN-00146,GD-2202-SERVO,Line-Delta,2023-02-02,Swing,OP-011,2023-02,2023,Delta Forge Industries,Tier-2,USA
DEF-000243,Missing Feature,Minor,Thread,Scrap,387.38,INS-000704,FAI,2023-01-30,Fail,0.0535,4,RUN-00463,ST-8802-FASTENER,Line-Charlie,2023-01-29,Swing,OP-007,2023-01,2023,Internal,N/A,N/A
DEF-000244,Porosity / Void,Minor,Bore,MRB Hold,453.58,INS-000704,FAI,2023-01-30,Fail,0.0535,4,RUN-00463,ST-8802-FASTENER,Line-Charlie,2023-01-29,Swing,OP-007,2023-01,2023,Internal,N/A,N/A
DEF-000034,Porosity / Void,Minor,Edge Break,Rework,473.41,INS-000090,Receiving,2023-01-17,Fail,0.1165,3,RUN-00059,AS-7740-FRAME,Line-Charlie,2023-01-14,Swing,OP-023,2023-01,2023,Delta Forge Industries,Tier-2,USA
DEF-000194,Dimensional Out-of-Tolerance,Major,Flange,Use-As-Is,3158.26,INS-000559,Receiving,2023-01-16,Fail,0.0004,6,RUN-00361,AV-3301-PCB,Line-Charlie,2023-01-14,Swing,OP-025,2023-01,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000035,Marking / Labeling Error,Minor,Seal Face,Rework,93.17,INS-000091,Final,2023-01-14,Fail,0.0916,4,RUN-00059,AS-7740-FRAME,Line-Charlie,2023-01-14,Swing,OP-023,2023-01,2023,Internal,N/A,N/A
DEF-000097,Marking / Labeling Error,Major,Surface,Use-As-Is,3152.17,INS-000280,In-Process,2023-01-11,Fail,0.0195,5,RUN-00179,PR-5502-NOZZLE,Line-Charlie,2023-01-11,Swing,OP-010,2023-01,2023,Internal,N/A,N/A
DEF-000098,Missing Feature,Minor,Bore,Rework,120.58,INS-000280,In-Process,2023-01-11,Fail,0.0195,5,RUN-00179,PR-5502-NOZZLE,Line-Charlie,2023-01-11,Swing,OP-010,2023-01,2023,Internal,N/A,N/A
DEF-000099,Contamination,Minor,Seal Face,Return to Supplier,316.38,INS-000280,In-Process,2023-01-11,Fail,0.0195,5,RUN-00179,PR-5502-NOZZLE,Line-Charlie,2023-01-11,Swing,OP-010,2023-01,2023,Internal,N/A,N/A
DEF-000068,Contamination,Minor,Thread,Scrap,475.18,INS-000189,Final,2023-01-09,Fail,0.027,1,RUN-00120,GD-2202-SERVO,Line-Delta,2023-01-06,Night,OP-013,2023-01,2023,Internal,N/A,N/A
DEF-000131,Missing Feature,Minor,Flange,Use-As-Is,315.68,INS-000386,Final,2023-01-07,Fail,0.1911,4,RUN-00250,PR-5502-NOZZLE,Line-Charlie,2023-01-06,Swing,OP-010,2023-01,2023,Internal,N/A,N/A
DEF-000132,Contamination,Major,Weld Zone,Rework,2746.21,INS-000386,Final,2023-01-07,Fail,0.1911,4,RUN-00250,PR-5502-NOZZLE,Line-Charlie,2023-01-06,Swing,OP-010,2023-01,2023,Internal,N/A,N/A
